publicid,eventtype,origintime,modificationtime,longitude, latitude, magnitude, depth,magnitudetype,depthtype,evaluationmethod,evaluationstatus,evaluationmode,earthmodel,usedphasecount,usedstationcount,magnitudestationcount,minimumdistance,azimuthalgap,originerror,magnitudeuncertainty
3469069,earthquake,2011-02-22T21:17:30.486Z,2013-08-14T15:58:00.000Z,172.64940000000001419,-43.59150999999999954,3.13799999999999990,5.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,9,5,8,0.02400000000000000,197.00000000000000000,0.38533000000000001,0.35899999999999999
3742941,earthquake,2011-02-22T21:12:36.516Z,2013-08-14T16:17:00.000Z,172.64519999999998845,-43.58144999999999669,3.13899999999999979,5.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,13,8,7,0.01700000000000000,109.00000000000000000,0.16444000000000000,0.30399999999999999
3469067,earthquake,2011-02-22T21:10:15.068Z,2013-08-14T15:58:00.000Z,172.73749000000000819,-43.55608999999999753,3.59699999999999998,8.06479999999999997,ML,,GROPE,reviewed,manual,nz1dr,17,9,13,0.04900000000000000,214.00000000000000000,0.12427000000000001,0.17899999999999999
3469064,earthquake,2011-02-22T21:03:12.734Z,2013-08-14T15:58:00.000Z,172.63419999999999277,-43.58903000000000105,2.47199999999999998,5.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,10,6,5,0.01500000000000000,191.00000000000000000,0.31387999999999999,0.11700000000000001
3742925,earthquake,2011-02-22T21:01:20.907Z,2013-08-14T16:17:00.000Z,172.61086000000000240,-43.61243000000000336,2.61500000000000021,5.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,8,4,6,0.03700000000000000,148.00000000000000000,0.15273000000000000,0.37800000000000000
3469063,earthquake,2011-02-22T21:00:20.155Z,2013-08-14T15:58:00.000Z,172.62836999999998966,-43.59949000000000296,2.82399999999999984,6.81810000000000027,ML,,GROPE,reviewed,manual,nz1dr,8,4,10,0.02300000000000000,180.00000000000000000,0.17788000000000001,0.34799999999999998
3742920,earthquake,2011-02-22T20:54:54.942Z,2013-08-14T16:17:00.000Z,172.61766000000000076,-43.61052000000000106,3.08199999999999985,5.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,9,5,6,0.03400000000000000,159.00000000000000000,0.11115000000000000,0.28699999999999998
3469061,earthquake,2011-02-22T20:52:48.725Z,2013-08-14T15:58:00.000Z,172.63068999999998709,-43.60224999999999795,3.92499999999999982,5.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,15,10,26,0.02700000000000000,101.00000000000000000,0.23368000000000000,0.24099999999999999
3469059,earthquake,2011-02-22T20:46:37.213Z,2013-08-14T15:58:00.000Z,172.64355000000000473,-43.56709000000000032,3.23499999999999988,7.92049999999999965,ML,,GROPE,reviewed,manual,nz1dr,10,6,11,0.01800000000000000,125.00000000000000000,0.17987000000000000,0.19100000000000000
3469055,earthquake,2011-02-22T20:36:38.344Z,2013-08-14T15:58:00.000Z,172.61841999999998620,-43.58966000000000207,3.02099999999999991,5.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,9,5,4,0.01400000000000000,154.00000000000000000,0.31752000000000002,0.16700000000000001
3742896,earthquake,2011-02-22T20:17:07.906Z,2013-08-14T16:17:00.000Z,172.57407000000000608,-43.58621999999999730,2.63600000000000012,5.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,8,4,6,0.03700000000000000,148.00000000000000000,0.13852999999999999,0.32000000000000001
3469049,earthquake,2011-02-22T20:12:49.235Z,2013-08-14T15:58:00.000Z,172.63445999999999003,-43.59982999999999720,3.15600000000000014,5.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,8,4,6,0.02500000000000000,191.00000000000000000,0.15311000000000000,0.31800000000000000
3741032,earthquake,2011-02-22T20:12:42.894Z,2013-08-14T16:17:00.000Z,172.62253999999998655,-43.58256999999999692,3.20599999999999996,5.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,6,4,4,0.00600000000000000,167.00000000000000000,0.22889000000000001,0.34200000000000003
3741031,earthquake,2011-02-22T20:12:13.964Z,2013-08-14T16:17:00.000Z,172.61653000000001157,-43.59047000000000338,2.99699999999999989,5.37680000000000025,ML,,GROPE,reviewed,manual,nz1dr,9,5,6,0.01500000000000000,149.00000000000000000,0.09915000000000000,0.25900000000000001
3469048,earthquake,2011-02-22T20:08:01.761Z,2013-08-14T15:58:00.000Z,172.60743999999999687,-43.56752000000000180,2.81999999999999984,5.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,7,4,5,0.01400000000000000,146.00000000000000000,0.21539000000000000,0.22300000000000000
3741022,earthquake,2011-02-22T20:01:52.472Z,2013-08-14T16:17:00.000Z,172.59521000000000868,-43.57300000000000040,3.07399999999999984,5.79060000000000041,ML,,GROPE,reviewed,manual,nz1dr,9,5,6,0.02100000000000000,116.00000000000000000,0.17143000000000000,0.13400000000000001
3469044,earthquake,2011-02-22T20:00:12.774Z,2013-08-14T15:58:00.000Z,172.62599000000000160,-43.59199999999999875,3.35400000000000009,4.66990000000000016,ML,,GROPE,reviewed,manual,nz1dr,11,7,10,0.01600000000000000,93.00000000000000000,0.16361000000000001,0.23799999999999999
3741012,earthquake,2011-02-22T19:48:12.265Z,2013-08-14T16:17:00.000Z,172.64679000000000997,-43.59514999999999674,2.64400000000000013,5.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,9,5,5,0.02600000000000000,196.00000000000000000,0.16475999999999999,0.09400000000000000
3741007,earthquake,2011-02-22T19:46:35.455Z,2013-08-14T16:17:00.000Z,172.63070999999999344,-43.58641000000000076,2.95400000000000018,5.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,8,4,5,0.01200000000000000,190.00000000000000000,0.16930999999999999,0.28499999999999998
3741004,earthquake,2011-02-22T19:44:06.309Z,2013-08-14T16:17:00.000Z,172.68546000000000618,-43.59114000000000289,3.20699999999999985,6.61950000000000038,ML,,GROPE,reviewed,manual,nz1dr,9,5,7,0.04800000000000000,212.00000000000000000,0.15756000000000001,0.26800000000000002
3469038,earthquake,2011-02-22T19:43:06.646Z,2013-08-14T15:58:00.000Z,172.59513999999998646,-43.59033999999999764,3.68400000000000016,7.83859999999999957,ML,,GROPE,reviewed,manual,nz1dr,16,10,16,0.02500000000000000,105.00000000000000000,0.26249000000000000,0.23499999999999999
3469037,earthquake,2011-02-22T19:38:35.669Z,2013-08-14T15:58:00.000Z,172.67244999999999777,-43.57070999999999827,2.97299999999999986,6.09830000000000005,ML,,GROPE,reviewed,manual,nz1dr,10,6,5,0.03600000000000000,207.00000000000000000,0.23064999999999999,0.22800000000000001
3469034,earthquake,2011-02-22T19:30:20.877Z,2013-08-14T15:58:00.000Z,172.62937999999999761,-43.59496000000000038,4.20000000000000018,4.74800000000000022,Mw,,GROPE,reviewed,manual,nz1dr,21,16,0,0.01900000000000000,86.00000000000000000,0.27328000000000002,0.00000000000000000
3740988,earthquake,2011-02-22T19:29:25.578Z,2013-08-14T16:17:00.000Z,172.61635999999998603,-43.57721000000000089,3.42099999999999982,5.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,10,6,8,0.00500000000000000,98.00000000000000000,0.14019000000000001,0.25800000000000001
3740958,earthquake,2011-02-22T19:21:45.174Z,2013-08-14T16:17:00.000Z,172.64164999999999850,-43.59651999999999816,2.98899999999999988,5.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,10,6,6,0.02400000000000000,170.00000000000000000,0.17010000000000000,0.25100000000000000
3469032,earthquake,2011-02-22T19:21:21.290Z,2013-08-14T15:58:00.000Z,172.62253999999998655,-43.58496000000000237,2.69700000000000006,5.75870000000000015,ML,,GROPE,reviewed,manual,nz1dr,9,5,6,0.00900000000000000,168.00000000000000000,0.05345000000000000,0.28199999999999997
3469029,earthquake,2011-02-22T19:12:08.223Z,2013-08-14T15:58:00.000Z,172.56319999999999482,-43.59364999999999668,2.97699999999999987,5.23909999999999965,ML,,GROPE,reviewed,manual,nz1dr,10,6,7,0.04700000000000000,113.00000000000000000,0.12013000000000000,0.30800000000000000
3740946,earthquake,2011-02-22T19:07:47.935Z,2013-08-14T16:17:00.000Z,172.59924000000000888,-43.59085999999999927,3.16000000000000014,5.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,10,6,6,0.02300000000000000,111.00000000000000000,0.18792000000000000,0.29099999999999998
3469027,earthquake,2011-02-22T19:06:33.596Z,2013-08-14T15:58:00.000Z,172.60345000000000937,-43.57891000000000048,2.74299999999999988,5.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,9,5,6,0.01400000000000000,99.00000000000000000,0.24793999999999999,0.27400000000000002
3469026,earthquake,2011-02-22T19:02:53.135Z,2013-08-14T15:58:00.000Z,172.62038000000001148,-43.60363999999999862,3.40899999999999981,5.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,10,6,8,0.02700000000000000,163.00000000000000000,0.18457999999999999,0.18900000000000000
3740937,earthquake,2011-02-22T19:01:31.589Z,2013-08-14T16:17:00.000Z,172.45957999999998833,-43.72948000000000235,2.81899999999999995,5.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,9,6,6,0.14199999999999999,189.00000000000000000,0.20680000000000001,0.26100000000000001
3469025,earthquake,2011-02-22T19:01:12.010Z,2013-08-14T15:58:00.000Z,172.60654999999999859,-43.61173000000000144,2.48700000000000010,5.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,8,4,5,0.03700000000000000,144.00000000000000000,0.15034000000000000,0.41499999999999998
3469023,earthquake,2011-02-22T18:55:51.646Z,2013-08-14T15:58:00.000Z,172.55553000000000452,-43.59705000000000297,2.96799999999999997,5.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,9,5,5,0.05300000000000000,116.00000000000000000,0.20365000000000000,0.18600000000000000
3469022,earthquake,2011-02-22T18:53:17.445Z,2013-08-14T15:58:00.000Z,172.63121000000001004,-43.55098999999999876,2.63499999999999979,5.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,9,5,4,0.02600000000000000,193.00000000000000000,0.19702000000000000,0.22200000000000000
3740910,earthquake,2011-02-22T18:50:02.826Z,2013-08-14T16:17:00.000Z,172.62006999999999834,-43.59286000000000172,2.84900000000000020,5.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,8,4,6,0.01700000000000000,161.00000000000000000,0.22328999999999999,0.22700000000000001
3469019,earthquake,2011-02-22T18:49:26.854Z,2013-08-14T15:58:00.000Z,172.65985000000000582,-43.57101999999999720,3.19300000000000006,7.22959999999999958,ML,,GROPE,reviewed,manual,nz1dr,9,5,7,0.02700000000000000,202.00000000000000000,0.18772000000000000,0.21400000000000000
3740908,earthquake,2011-02-22T18:48:33.549Z,2013-08-14T16:17:00.000Z,172.56250000000000000,-43.58127000000000351,2.77700000000000014,5.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,8,5,6,0.04400000000000000,110.00000000000000000,0.10593000000000000,0.39000000000000001
3469017,earthquake,2011-02-22T18:44:48.820Z,2013-08-14T15:58:00.000Z,172.63543999999998846,-43.57307000000000130,3.67899999999999983,5.68079999999999963,ML,,GROPE,reviewed,manual,nz1dr,11,7,16,0.01000000000000000,189.00000000000000000,0.14530999999999999,0.40899999999999997
3469014,earthquake,2011-02-22T18:38:03.874Z,2013-08-14T15:58:00.000Z,172.64769000000001142,-43.56025000000000347,2.50800000000000001,6.43689999999999962,ML,,GROPE,reviewed,manual,nz1dr,9,5,5,0.02400000000000000,198.00000000000000000,0.16777000000000000,0.21800000000000000
3469013,earthquake,2011-02-22T18:34:40.414Z,2013-08-14T15:58:00.000Z,172.61949000000001320,-43.58599999999999852,3.14999999999999991,5.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,9,5,6,0.01000000000000000,153.00000000000000000,0.25164999999999998,0.29799999999999999
3469010,earthquake,2011-02-22T18:28:58.908Z,2013-08-14T15:58:00.000Z,172.67644999999998845,-43.58549000000000007,3.35599999999999987,7.21030000000000015,ML,,GROPE,reviewed,manual,nz1dr,10,6,11,0.04000000000000000,208.00000000000000000,0.14030999999999999,0.19800000000000001
3740884,earthquake,2011-02-22T18:23:26.759Z,2013-08-14T16:17:00.000Z,172.67094000000000165,-43.59064000000000050,2.93599999999999994,5.33509999999999973,ML,,GROPE,reviewed,manual,nz1dr,8,4,7,0.03800000000000000,206.00000000000000000,0.23010000000000000,0.29799999999999999
3740879,earthquake,2011-02-22T18:23:21.915Z,2013-08-14T16:17:00.000Z,172.61821000000000481,-43.58153000000000077,3.00000000000000000,5.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,7,4,5,0.00600000000000000,134.00000000000000000,0.06892000000000000,0.24500000000000000
3469008,earthquake,2011-02-22T18:21:27.747Z,2013-08-14T15:58:00.000Z,172.67007000000000971,-43.58876000000000062,3.13499999999999979,6.77109999999999967,ML,,GROPE,reviewed,manual,nz1dr,10,6,7,0.03600000000000000,206.00000000000000000,0.16359000000000001,0.22400000000000000
3740865,earthquake,2011-02-22T18:02:28.711Z,2013-08-14T16:17:00.000Z,172.69184999999998809,-43.58283000000000129,3.11200000000000010,5.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,10,7,6,0.01300000000000000,110.00000000000000000,0.14602000000000001,0.20200000000000001
3740862,earthquake,2011-02-22T18:01:34.357Z,2013-08-14T16:17:00.000Z,172.61591000000001372,-43.58914000000000044,2.68599999999999994,5.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,8,4,5,0.01400000000000000,145.00000000000000000,0.20008000000000001,0.31200000000000000
3468999,earthquake,2011-02-22T17:58:05.912Z,2013-08-14T15:58:00.000Z,172.58385999999998717,-43.58887000000000000,3.00899999999999990,5.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,11,7,7,0.03100000000000000,106.00000000000000000,0.13835000000000000,0.28899999999999998
3469163,earthquake,2011-02-22T17:57:38.201Z,2013-08-14T15:59:00.000Z,175.46008000000000493,-40.59248999999999796,2.16199999999999992,31.99409999999999954,ML,,GROPE,reviewed,manual,nz1dr,13,9,9,0.11400000000000000,173.00000000000000000,0.12514000000000000,0.17199999999999999
3468998,earthquake,2011-02-22T17:53:12.396Z,2013-08-14T15:58:00.000Z,172.65799000000001229,-43.57292999999999950,3.26399999999999979,5.08729999999999993,ML,,GROPE,reviewed,manual,nz1dr,12,8,8,0.02600000000000000,122.00000000000000000,0.18482000000000001,0.20200000000000001
3468996,earthquake,2011-02-22T17:49:56.082Z,2013-08-14T15:58:00.000Z,172.72660999999999376,-43.55346000000000117,2.53500000000000014,8.94289999999999985,ML,,GROPE,reviewed,manual,nz1dr,10,6,4,0.07900000000000000,223.00000000000000000,0.17000999999999999,0.15800000000000000
3740853,earthquake,2011-02-22T17:47:02.551Z,2013-08-14T16:17:00.000Z,172.66491999999999507,-43.58272999999999797,2.96099999999999985,5.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,8,5,5,0.03100000000000000,204.00000000000000000,0.14877000000000001,0.17000000000000001
3740851,earthquake,2011-02-22T17:46:49.451Z,2013-08-14T16:17:00.000Z,172.58602999999999383,-43.57721000000000089,2.83099999999999996,4.59769999999999968,ML,,GROPE,reviewed,manual,nz1dr,8,4,4,0.02700000000000000,143.00000000000000000,0.10165000000000000,0.23200000000000001
3468995,earthquake,2011-02-22T17:46:23.778Z,2013-08-14T15:58:00.000Z,172.65854999999999109,-43.58836000000000155,2.66699999999999982,5.91150000000000020,ML,,GROPE,reviewed,manual,nz1dr,11,6,5,0.02900000000000000,202.00000000000000000,0.22778999999999999,0.10199999999999999
3740429,earthquake,2011-02-22T17:43:37.387Z,2013-08-14T16:17:00.000Z,172.64311000000000718,-43.59170000000000300,3.27199999999999980,6.15850000000000009,ML,,GROPE,reviewed,manual,nz1dr,8,4,8,0.02100000000000000,195.00000000000000000,0.11472000000000000,0.25000000000000000
3468994,earthquake,2011-02-22T17:43:12.569Z,2013-08-14T15:58:00.000Z,172.62979000000001406,-43.59637000000000029,2.66299999999999981,5.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,11,7,5,0.02100000000000000,185.00000000000000000,0.17021000000000000,0.16200000000000001
3740418,earthquake,2011-02-22T17:39:59.527Z,2013-08-14T16:17:00.000Z,172.64445000000000618,-43.58397999999999683,2.85999999999999988,6.96419999999999995,ML,,GROPE,reviewed,manual,nz1dr,10,6,6,0.01700000000000000,196.00000000000000000,0.11484999999999999,0.33900000000000002
3740413,earthquake,2011-02-22T17:29:48.195Z,2013-08-14T16:17:00.000Z,172.59393000000000029,-43.58614000000000033,3.08000000000000007,5.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,9,5,6,0.02300000000000000,103.00000000000000000,0.13650999999999999,0.23699999999999999
3468990,earthquake,2011-02-22T17:29:02.666Z,2013-08-14T15:58:00.000Z,172.58868000000001075,-43.61164999999999736,3.12699999999999978,5.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,10,6,7,0.04300000000000000,119.00000000000000000,0.26536999999999999,0.20300000000000001
3468989,earthquake,2011-02-22T17:25:47.399Z,2013-08-14T15:58:00.000Z,176.70670999999998685,-37.82717999999999847,2.03500000000000014,5.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,15,12,9,0.12200000000000000,161.00000000000000000,0.17979999999999999,0.15300000000000000
3740406,earthquake,2011-02-22T17:22:10.662Z,2013-08-14T16:17:00.000Z,172.60483999999999583,-43.57715999999999923,2.53900000000000015,4.25140000000000029,ML,,GROPE,reviewed,manual,nz1dr,9,5,5,0.01300000000000000,103.00000000000000000,0.15110999999999999,0.32700000000000001
3740402,earthquake,2011-02-22T17:14:47.861Z,2013-08-14T16:17:00.000Z,172.62778000000000134,-43.58471000000000117,2.92399999999999993,5.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,9,5,6,0.00900000000000000,189.00000000000000000,0.24671000000000001,0.28999999999999998
3740399,earthquake,2011-02-22T17:13:45.593Z,2013-08-14T16:17:00.000Z,172.64249000000000933,-43.58787000000000234,2.86299999999999999,5.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,7,4,4,0.01800000000000000,195.00000000000000000,0.16474000000000000,0.25200000000000000
3740394,earthquake,2011-02-22T17:13:38.420Z,2013-08-14T16:17:00.000Z,172.61466999999998961,-43.56604999999999706,3.08899999999999997,5.65310000000000024,ML,,GROPE,reviewed,manual,nz1dr,9,5,7,0.01200000000000000,168.00000000000000000,0.14929999999999999,0.24600000000000000
3740335,earthquake,2011-02-22T17:12:43.467Z,2013-08-14T16:17:00.000Z,172.62787000000000148,-43.57914000000000243,3.00899999999999990,5.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,8,5,6,0.00400000000000000,190.00000000000000000,0.20793000000000000,0.28799999999999998
3740330,earthquake,2011-02-22T17:09:59.593Z,2013-08-14T16:17:00.000Z,172.68575999999998771,-43.58187000000000211,2.88399999999999990,7.32530000000000037,ML,,GROPE,reviewed,manual,nz1dr,10,5,7,0.04600000000000000,211.00000000000000000,0.15332000000000001,0.34799999999999998
3740327,earthquake,2011-02-22T17:08:57.803Z,2013-08-14T16:17:00.000Z,172.58280999999999494,-43.61489000000000260,2.81499999999999995,5.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,7,5,5,0.04800000000000000,114.00000000000000000,0.11942999999999999,0.32900000000000001
3740322,earthquake,2011-02-22T17:05:48.408Z,2013-08-14T16:17:00.000Z,172.72020000000000550,-43.56770000000000209,3.07299999999999995,7.55419999999999980,ML,,GROPE,reviewed,manual,nz1dr,9,5,7,0.07099999999999999,222.00000000000000000,0.17827000000000001,0.29299999999999998
3740318,earthquake,2011-02-22T17:05:44.924Z,2013-08-14T16:17:00.000Z,172.61484999999998990,-43.59141000000000332,2.57699999999999996,5.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,7,5,5,0.01600000000000000,145.00000000000000000,0.26010000000000000,0.29599999999999999
3740314,earthquake,2011-02-22T17:01:02.215Z,2013-08-14T16:17:00.000Z,172.64641000000000304,-43.58102000000000231,4.04699999999999971,5.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,8,5,5,0.01800000000000000,109.00000000000000000,0.14674000000000001,0.09000000000000000
3740294,earthquake,2011-02-22T17:00:36.917Z,2013-08-14T16:17:00.000Z,172.64276000000000977,-43.58652000000000015,3.98300000000000010,5.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,9,7,2,0.01800000000000000,129.00000000000000000,0.13902000000000000,0.19100000000000000
3468980,earthquake,2011-02-22T17:00:20.899Z,2013-08-27T14:34:00.000Z,172.65440000000000964,-43.59011000000000280,4.29999999999999982,5.96590000000000042,Mw,,GROPE,reviewed,manual,nz1dr,29,22,0,0.02700000000000000,70.00000000000000000,0.27907999999999999,0.00000000000000000
3740282,earthquake,2011-02-22T16:56:37.628Z,2013-08-14T16:17:00.000Z,172.61797999999998865,-43.59257000000000204,3.02199999999999980,5.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,8,4,6,0.01700000000000000,154.00000000000000000,0.22572999999999999,0.37600000000000000
3468978,earthquake,2011-02-22T16:51:38.483Z,2013-08-14T15:58:00.000Z,172.64226999999999634,-43.59519999999999840,3.17700000000000005,5.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,12,8,7,0.02300000000000000,170.00000000000000000,0.20851000000000000,0.21500000000000000
